,bairro,cep,cidade,descricao,estado,preco,tilulo,tipo
1037,Potengi,59108-300,Natal,"Relógios inteligentes e funcionais para auxiliar,sincronizando com o seu celular, quem não podeestar olhando o whats ou abrindo as suasnotificações toda hora.- Faz Chamadas (necessário chip ou parear viaBluetooth com aparelho celular)- Entrada para 1 Chip (Micro Chip)- Bluetooth- Confortável- Tela Touch- Agenda Telefônica- Sincroniza chamadas- Sincroniza chamadas recebidas- Sincroniza Mensagens (Não funciona para IOS)- Calendário- Câmera remota? Após parear com seu Smartphone via bluetooth,poderá controlar a câmera do celular pelo relógio,e assim tirar fotos e gravar vídeos.- Anti perdido? O relógio irá tocar ou vibrar quando osmartphone e o relógio passar de 10 metros dedistância um do outro- gravador de voz- Conecte o seu Smartphone e sincroniza para tocarmusica, ou simplesmente reproduzir musicasarmazenadas no cartão de memoria.* Monitoramento do sono- Esta função monitora a sua qualidade de sono emostra no relógio, além disso, você saberá a horaideal para acordar.* NO ANDROID 5 LOLLIPOP E NO IOS A FUNÇÃO DESINCRONIA COM A CÂMERA E AS NOTIFICAÇÕES PODEM NÃOFUNCIONAREspecificações- 35.000 Cores- Triband GSM- WAP, GPRS- Entrada para cartão Micro SD Até 16GB (Nãoincluso)- Entrada para CHIP- Tela Capacitiva- Mix e Speaker- Memória interna 494KB- Vídeo MP4, 3GP- Audio MP3, WMA- Gráfico JPEG, GIF, BMP, PNG.ACEITO CARTÃO E PARCELO!Entrega: à combinar. Respondo chat e whats: 9 8639-0783... ver número",Novo,100,Relógio Inteligente SmartWatch A1. ,Outras marcas
1038,Lagoa Nova,59075-143,Natal,vendo celular Multilaser bem conservadofuncionando tudo perfeitamente ,Usado,280,Celular Multilaser ,Outras marcas
1039,Rocas,59010-290,Natal,celular semi-novo*muito bem conservado*com todos aos acessórios ,Usado,1900,Iphone 7 128gb ,Iphone
1041,Ponta Negra,59090-315,Natal,Otimo estado de conservação/contra proposta é sóchamar no chat ,Usado,350,Samsung J2 prime ,Samsung
1042,Cidade da Esperança,59070-140,Natal,"Smartwhatch H19 disponível: Preto, silver e RosêGold.Principais funções:Batimentos cardíacos;Controle de passos;Cronômetro;Controle do sono;Função tomar agua, dentre outras funções. Pulseira em aço inoxidável e com fechamentomagnético. Mais informações no chat.Aceito cartão, parcelo com acréscimos da máquina ",Novo,240,Smartwhatch H19 Rosê Gold ,Acessórios
1043,Nossa Senhora De Nazaré,59062-000,Natal,"PROMOÇÃO*CONTATO : 981414299... ver númeroTODA a linha a PRONTA ENTREGA de Smartphones,relógios e fones inteligentes XIAOMI NOVOS eLACRADOS !!!!!GRÁTIS todo o suporte de consultoria desde plantãode dúvidas , atualização software e instalação deaplicativos ESPECIAIS que tornam seu XIAOMI aindamais poderoso!!!!*Parcelo até 12x + taxas ( MERCADO PAGO)**Valores sujeito a variação**Damos consultoria em XIAOMI*CONTATO: 981414299... ver número ( ZAP ) ",Novo,1599,OFERTAO - Pocophone F1 Dual Snapdragom 845 LACRADO ,Outras marcas
1044,Pajuçara,59131-770,Natal,Prime Import's*?Tudo Em Importados?84 9860658... ver número40 (Whatsapp)?-Entrega Em Toda Natal;?-Valor Para Pagamento Em Espécie;?-Aceitamos Cartões De Crédito E Débito;?-Solicite Nosso Catalogo E Conheça Todos OsNossos Produtos;?-Preços Especiais A Partir De 5 Unidades Do MesmoProduto! ,Novo,99,SmartWatch DZ09 ,Acessórios
1045,Quintas,59050-125,Natal,Vendo um Moto G6 Play completo com apenas 6 mesesde uso ainda na garantia na caixa com todos osacessórios originais e nota fiscal. ,Novo,650,Moto G6 Play ,Motorola e Lenovo
1047,Capim Macio,59080-015,Natal,"PRONTO ENTREGA EM NATAL/RN*NOS SIGA PARA FICAR LIGADO EM OFERTAS DIÁRIAS QUEPREPARAMOS COM MUITO CARINHO PRA VOCÊ.#**.: ML_SMARTPHONES*TEMOS VÁRIOS OUTROS MODELOS,NÃO DEIXE DE NOSCHAMAR NO WHATSAPP,EIN!?*Trabalhamos somente com produtos originais.*Aceitamos CARTÕES DE CRÉDITO (Todos Os Cartões)Incide Em Taxas !*Recebemos seu aparelho como parte do Pagamento!Atendimento Diferenciado!#Contato: (Whatsapp):84 99666-4800... ver número",Novo,3649,IPhone 8 Plus 64Gb (Todas as Cores) Zero C/Garantia Apple de 1 Ano ,Iphone
1048,Capim Macio,59084-000,Natal,"CONTATO [Raphael Yuri]Informaçoes / Vendas(84)98804-7395... ver número [Oi-WhatsApp](84)99945-5577... ver número [Tim]PREÇO (A Vista) R$35,00Capa para Xiaomi ( Transparente ) Silicone - AntiImpacto ",Novo,35,Capa para Xiaomi ( Transparente ) Silicone - Anti Impacto ,Acessórios
1049,Lagoa Azul,59138-862,Natal,cartão de memória SanDisk com 16 gigas ,Usado,40,Cartão de memória 16 gigas ,Acessórios
1050,Lagoa Nova,59054-710,Natal,"WhatsApp: ( 84 ) 9.9228.2872... ver número * Por apenas: R$ 1.000,00* Entrega gratuita e imediata* Aceitamos cartões de crédito e débito* Smartphone novo, zero ( na caixa ) e LACRADO.* Versão Global, Android, 64gb, 4 RAM, acompanhacarregador e capa.* NÃO EFETUAMOS TROCAS! * NÃO EFETUAMOS TROCAS! ",Novo,1000,Smartphone Xiaomi Mi A2 ( 64gb / 4 RAM ) ,Outras marcas
1052,Capim Macio,59082-055,Natal,Aparelho original seminovo em ótimo estado deconservação e com 3 meses de garantia. Acompanhafone e carregador originais.Tem dúvidas? Entre em contato conosco pelowhatsapp 839967532... ver número37 ou 839871344... ver número90. Tire suasdúvidas e faça uma compra segura!Aceitamos todos os cartões em até 12x (comacréscimo) ,Usado,1999,"Iphone 7 128GB nas cores gold ou preto, semi novo em bom estado de uso! ",Iphone
1053,Nossa Senhora da Apresentação,59114-570,Natal,32 GB3 GB de memória RAMCarregadorCaixaTroco por iPhone 6Respondo chat ,Usado,750,J6 Plus ,Samsung
1054,Pitimbu,59067-290,Natal,vendo moto G6 play 32GBgarantia até setembromanualcaixafonecarregadorchave de chipaceito cartão até em 12x c juros ,Usado,690,Moto G6 play 32GB ,Motorola e Lenovo
1055,Capim Macio,59084-000,Natal,"CONTATO [Raphael Yuri](84)98804-7395... ver número (Oi /WhatsApp)(84)99945-5577... ver número (Tim)Valor (A Vista) R$100,00Pulseira ( SmartBand M3 ) Batimento Cardiaco (Nova ) Importada ",Novo,100,Pulseira ( SmartBand M3 ) Batimento Cardiaco ( Nova ) Importada ,Acessórios
1056,Potengi,59108-040,Natal,vendo um moto g 5s 32 GB zap 988516437... ver número,Usado,350,Motorola g 5s 32 GB ,Motorola e Lenovo
1057,Potengi,59112-160,Natal,Acompanha todos os acessórios originais Aparelho muito conservado e sem detalhes Whats 988102418... ver número,Usado,3000,IPhone 8plus 64gb ,Iphone
1058,Neópolis,59088-510,Natal,"Maiores informações- WhatsApp 9,9631-2285... ver número.- Xiaomi Mi 8 Lite Azul e Preto Lacrado - Tela 6,18 Polegadas- Câmera 20MP- Frontal 24MP- Dual chip 4G - Leitor Digital e Facial - Memória interna 64GB Ram 4GB - Processador Snapdragon 660 ",Novo,1199,Oferta Xiaomi Mi 8 Lite 64GB Azul/Preto Lacrados ,Samsung
1059,Nossa Senhora da Apresentação,59115-042,Natal,2 CELULARES ( Asus e um S3 Mini)2 TABLETS ( Um infantil e outro não) TODOS PARARETIRADA DE PEÇAS ,Usado,60,Celulares e tablets ( Retirada de peças) ,Asus
1060,Felipe Camarão,59072-150,Natal,Vendo carregador turbo original Motorola tipo cFuncionando tudo perfeitamente qualquer dúvida whats 987382676... ver número,Usado,80,Vendo carregador turbo original Motorola tipo c ,Motorola e Lenovo
1061,Lagoa Nova,59063-150,Natal,"Vendo Iphone-7 novo na cor rosê. Capacidade de32gb. Ele vem acompanhado de nota fiscal eacessórios: caixa, carregador e fone de ouvido. Ps: Não vendo, apenas troco. ",Novo,2300,Iphone-7 (32gb) NOVO !! ,Iphone
1062,Planalto,59073-120,Natal,moto G7 play ,Usado,550,Eletrônicos ,Motorola e Lenovo
1063,Capim Macio,59080-060,Natal,iPhone 6S 16 gigas 3 meses de garantia pela loja ,Usado,1050,IPhone 6S 16 gigas 3 meses de garantia pela loja ,Iphone
1064,Lagoa Azul,59135-310,Natal,AppleWatch 38mm ,Usado,700,AppleWatch Séries 1 ,Iphone
1065,Pajuçara,59131-410,Natal,"1 mês d uso, com nota ",Usado,1000,Cel j8 ,Samsung
1066,Neópolis,59088-510,Natal,"Maiores informações(- WhatsApp 9,9631-2285... ver número)- Xiaomi Note 7 Azul e Preto Lacrado - Tela 6,3Polegadas- Câmera 48MP- Frontal 20MP- Super Bateria 4000mAh- Dual chip 4G - Leitor Digital e Facial - Processador Snapdragon 660 ",Novo,1100,Xiaomi Note 7 Azul e Preto Lacrado ,Asus
1067,Potengi,59110-600,Natal,"Vendo Cartão de Memória Sandisk Ultra velocidade80mb/s, LACRADO.50,00 AVISTA 55,00 em 2x no cartão ",Novo,50,Cartão de Memória 32G ULTRA ,Acessórios
1068,Cidade Alta,59025-620,Natal,Troco em fone da Samsung ,Usado,15,Adaptador turbo original ,Acessórios
1069,Lagoa Nova,59062-440,Natal,"Vendo óculos para realidade virtual marca Tzumi,modelo Dream Vision usado apenas uma vez ",Usado,100,Óculos realidade virtual vr ,Outras marcas
1070,Candelária,59065-610,Natal,750 ,Usado,750,Celular j5 ,Samsung
1071,Tirol,59020-070,Natal,"Chame no whatssap 988824442... ver número não uso esta conta daolxVendo óculos de realidade virtual semiprofissional, ele vale entre 200 e 300 reais vendopor 150 ou troco em algo do meu interesse, aceitocartão também. ",Usado,150,Óculos virtual BOBO VR Z4 ,Outras marcas
1072,Alecrim,59037-000,Natal,"CARACTERÍSTICAS:- Fonte regulável, Assimetrica, variável, debancada, ajustável;- Modelo profissional;- Ideal para bancadas;- Indicada também para uso em Universidades;- Possui controle da corrente constante;- Tensão variável de 0 a 30 Volts;- Corrente variável de 0 a 5 Amperes;- Dois displays digitais independentes;- Conta com turbina para dissipação do calor;- Tensão de entrada selecionável Bivolt127V/220Volts;- Sistema de segurança para manutenção da correnteconstante e contra curtos;- 4 knobs de ajuste;- Botão OFF/ON;- Acompanha cabo com plugs banana e garras dejacaré;- Plug de alimentação de acordo com o novo padrãobrasileiro;- Melhor indicação de compra do mercado;- Excelente relação custo x benefício; ",Novo,450,Fonte Variável Uaxun Ps-305d ,Acessórios
1073,Lagoa Nova,59054-710,Natal,"WhatsApp: 84 9.9228.2872... ver número - Por apenas: R$ 900,00- Entrega gratuita e imediata- Aceitamos cartões de crédito e débito- Smartphone novo, zero ( na caixa ) e LACRADO.- Versão global, Android, tela 6.2, 32gb, 3 RAM,acompanha capa e carregador ",Novo,900,Smartphone Xiaomi Redmi 7 ( 32gb / 3 RAM ) ,Outras marcas
1075,Lagoa Nova,59076-680,Natal,"Compatível com iPhone e AndroidMarca os passos, o tempo que dorme, batimentoscardíacos, pega chip, tem câmera e aceita cartãode memória Relógio em perfeito estadoPreço negociável Entrego no natal shopping, via direta, Midway,cidade jardim, praia shoppingWpp: 849964546... ver número23 ",Usado,300,Relógio inteligente (leia a descrição) ,Acessórios
1076,Neópolis,59080-280,Natal,"Só vendaAparelho funcionando tudo perfeitamente, nuncaaberto, mínimas marcas de uso! Acompanhacarregador original, caixa, manual e adesivosWhatsApp: 99736-7425... ver número",Novo,1550,IPhone 7 32gb 4G Black Matte!! ,Iphone
1077,Lagoa Nova,59063-410,Natal,"snapdragon 835memória 128gbusado quinze dias apenas para testes, tenho caixacarregador, tudo original e um adaptador de tomadaque tomei a iniciativa de comprar separadamente ",Novo,1490,Xiaomi mi 6 versão especial banhada a ouro 18k e de cerâmica ,Outras marcas
1078,Neópolis,59080-280,Natal,"Apenas vendo, aparelho funciona tudo perfeitamenteinclusive biometria. Acompanha carregador e fonede ouvido WhatsApp: 99836-7425... ver númeroValor negociável ",Novo,1199,IPhone 6s 64gb Gold ,Iphone
1079,Lagoa Nova,59075-030,Natal,Aparelho funcionando perfeitamente muito novoacompanha ACESSORIOS Aceito cartão !!ZAP 84 98709-0415... ver número,Usado,2300,Iphone 7 plus 128g ,Iphone
1080,Planalto,59073-200,Natal,iPhone 5s com o melhor preço bem novinho acompanhar carregador cabo originalaceitamos cartões de créditos até 12x (comacréscimo) preço a negociar ,Usado,650,IPhone 5s melhor preço ,Iphone
1081,Lagoa Nova,59076-260,Natal,"iphone 7 128/256gbmelhores preços de Natal.Especializado em celulares Apple e Samsung ?cores preto,dorado e rosa.aparelhos em estado de NOVO, sem detalhes.aceito cartões até 10 vezes.Entre em contato via chat e garanta já o seu.últimas unidades. ",Usado,1850,Iphone 7 128/256gb SEMI-NOVO ,Iphone
1082,Lagoa Azul,59135-470,Natal,"memoria 16gmemoria RAM 1,5bom todo tela grade 5.5 interessado chama no zap! 981676587... ver número",Usado,275,Samsung on 7 ,Samsung
1083,Planalto,59073-200,Natal,"Memória RAM4 GB Armazenamento Interno 64 GBCÂMERATraseira12 MP Frontal5 MP TELATamanho de Tela 5,5 polegadas ACEITAMOS CARTÕES ATE 12X( COM ACRÉSCIMO) acompanha carregador turbo + capinha ",Usado,820,Moto z 2 play preço a negociar ,Motorola e Lenovo
1084,Felipe Camarão,59074-420,Natal,Obs ta faltando a bateria ,Usado,150,Lg x screm ,LG
1085,Candelária,59066-035,Natal,"Celular com poucas marcas de uso, funcionaperfeitamente bem, ótimo estado!! ",Usado,1700,Iphone 7 128gb preto ,Iphone
1086,Nossa Senhora da Apresentação,59114-145,Natal,Display queimado semi-novo ,Usado,150,Samsung S6 edg ,Samsung
1087,Planalto,59073-100,Natal,"j7 prime octacore 32gigas e 3 de memória RAM comcarregador e fone de ouvido, sem defeitos, nãotenho interesse em trocas apenas vendas ",Usado,600,VENDO CELULAR j7 prime BEM CONSEVADO ,Samsung
1088,Bom Pastor,59060-100,Natal,celular muito bom ,Usado,450,MotoG5 32gb pra vender com nota caixa ,Motorola e Lenovo
1089,Planalto,59073-070,Natal,k10 2018 com 32g de memoria tela original só temum risco não interfere nada mal da pra ver ,Usado,320,Vendo ou troco em motorola ,LG
1090,Nossa Senhora da Apresentação,59114-126,Natal,"j1 mini 8 giga semi novo com película caixadocumento e fone de ouvido, zap 988507476... ver número respondochat também ",Usado,230,Vendo ,Samsung
1091,Potengi,59112-040,Natal,"COR: VERMELHOOBS:NÃO ACEITO TROCAS APENAS VENDO.VALOR:R$:950,00 NO CARTÃO: 5X 200,00 WHATSAPP:9 9703-9553... ver númeroficha técnicaNFC:NãoConexões:Wi-Fi,3G,4GBanda:4G LTE CAT 7 300 MbpsTipo de Tela:LED IPSTipo de Chip:Nano ChipMemória Ram:4GBReferência do Modelo:90AX01E4-M00070Filmadora:Full HDCor:VermelhoSistema Operacional:AndroidOutros Recursos:Câmera Tripla com InteligênciaArtificial para Detecção de Cena, 2. Bateria de4.000mAh, 3. Tela mais ampla 18:9 FHD+ e 6,26?, 1.Processador Qualcomm Snapdragon SIP1 Octa Core1,8GHzRecursos de chamada:Viva VozMultichip:Dual ChipFabricante:ASUSVersão S.O.:OreoMemória Interna:64GBExpansivo até:MicroSD até 2TBCâmera Frontal:8MPCâmera Traseira:12MP+5MP+8MPProcessador:QUALCOMM QSP SIP1Tamanho do Display 6.2""Sintonizador de TV:Não possuiConteúdo da Embalagem:1 Telefone, 1 Carregador, 1Fone de ouvido, 1 Cabo de dados, Manual dousuário, Cartão Garantia ",Novo,950,Smartphone Zenfone Max Shot 64GB 4GB-Novo-Lacrado ,Asus
1092,Candelária,59064-600,Natal,"Novo- Funcionando perfeitamente, tudo como de fábrica- Motivo: quero comprar um Iphone- Tem cerca de 1 ano de uso- Sem arranhões como pode ver na foto- Vem na caixa com tudo: carregador, cabo USB,phone KGB original- Com nota fiscal + película- Fale comigo e mando fotos e vídeos dele- Aceito parcelamento pelo PicPay ",Usado,1900,Samsung Galaxy S8 64GB ,Samsung
1093,Pajuçara,59122-755,Natal,"4g de memória td perfeito. .flash, chama no zap. .9 9989 0753... ver número",Usado,150,Só vendo ,Samsung
1094,Rocas,59010-770,Natal,"sem defeitos baixei o valor,$300 /$ 280 ",Usado,280,Moto g4play ,Motorola e Lenovo
1095,Quintas,59035-050,Natal,Celular Samsung A30 1 mês de uso.Novo com nota.Só venda! Zap: 84 98896 6665... ver número,Usado,1100,Samsung A30 ,Samsung
1096,Dix Sept Rosado,59054-130,Natal,vendo um celular novo na caixa aberto só paraconferência todo ok LG k11+ ,Novo,700,Celular LG k11+ ,LG
1097,Pajuçara,59125-310,Natal,aparelho apagou do nada muito conservado a telatem um trinco no canto direito mas não atrapalhavanada no funcionamento dela trinco é muito pequenoestá com a película todo novo aparelho vendo pararetirar as peças ,Usado,80,Moto E4 ,Samsung
1098,Nova Descoberta,59075-360,Natal,"( só venda não troco )Sem marca de uso 16 GB funcionando perfeitamente iCloud livre ,acompanha carregador meu WhatsApp :986226124... ver número",Usado,450,IPhone 5s ,Iphone
1099,Cidade Alta,59025-600,Natal,Vendo lindo iPhone 6 16 giga dourado ,Usado,950,IPhone 6 16 giga ,Iphone
1100,Pitimbu,59067-700,Natal,"Vendo IPhone 6s de 64GB novo nunca usado.Sem detalhes, funcionando tudo. Aceitamos todos oscartões ",Novo,1500,IPhone 6S de 64 GB Novo ,Iphone
1101,Igapó,59104-270,Natal,j8 64gb.4 de ram semi novo vendo ou trocointeressados watss 987837966... ver número,Usado,850,Samsung j8 64gb.4 de ram semi novo vendo ou troco interessados ligar ou watss 987837966 ,Samsung
1102,Potengi,59108-230,Natal,"R$ 1.00,00 (Em até 12X sem juros)R$ 800,00 À VistaO Samsung Galaxy A8 2018 é umsmartphone Android avançado e abrangente em todosos pontos de vista com algumas característicasexcelentes. Tem uma grande tela de 5.6 polegadascom uma resolução de 2220x1080 pixels. Asfuncionalidades oferecidas pelo Samsung Galaxy A82018 são muitas e inovadoras. Começando pelo LTE4G que permite a transferência de dados eexcelente navegação na internet. Enfatizamos aexcelente memória interna de 64 GB com apossibilidade de expansão. O Samsung Galaxy A8 2018 é um produto com poucosconcorrentes em termos de multimídia graças àcâmera de 16 megapixels que permite ao SamsungGalaxy A8 2018 tirar fotos fantásticas com umaresolução de 4608x3456 pixels e gravar vídeos emalta definição (Full HD) com uma resoluçãode 1920x1080 pixels. Muito fino, 8.4 milímetros, oque torna o Samsung Galaxy A8 2018 realmenteinteressante ",Usado,1000,Samsung Galaxy A8 64GB (Com NF e Garantia) ,Samsung
1103,Tirol,59015-900,Natal,"Vendo Samsung Galaxy A10 preto. 32GB Novo, Lacrado ",Novo,850,Galaxy A10 Novo Lacrado ,Samsung
1104,Tirol,59015-120,Natal,"Novos e lacrados, acompanham nota fiscal e 12meses de garantia ",Novo,2799,Samsung Note 9 128GB Tela 6.4 ,Samsung
1105,Felipe Camarão,59074-320,Natal,"16 g , bem conservado , bateria ótima.ótimo estadopra vende logo. preço negóciavel ",Usado,450,Moto E4 plus ,Motorola e Lenovo
1107,Nossa Senhora da Apresentação,59115-568,Natal,j7 neo completo ,Usado,350,Venda ,Samsung
1108,Felipe Camarão,59074-361,Natal,sem marcas de uso 16gigas 2chips cartão SD Flexfrontal TV película obs:não faço entrega Whatsapp987735418... ver número pra vende logo e vim pegar menor valor290 não insistir e o valor já ,Novo,300,J2 prime novinho ,Samsung
1109,Petrópolis,59020-085,Natal,"Vendo moto g 4 plus único dono usado mas bemconservado, sem defeito. 32gbContato WhatsApp (84)99911-2171... ver número",Usado,400,Moto g 4 plus ,Motorola e Lenovo
1110,Quintas,59035-020,Natal,"aceito débito/créditoobs: vai sem os botoes de volume, mas funcionanormalfunciona tudo ",Usado,220,Vendo lenovo Vibe c2 ,Motorola e Lenovo
1111,Planalto,59074-000,Natal,"estado de zero , acompanha carregador, whats 98761-7327... ver número",Usado,900,Moto G 7 Plus 64 gigas ,Motorola e Lenovo
